CSDUID,CSD,Period,IndicatorSummaryDescription,AQHI,Health Risk,percent_of_hours
4819012,Grande Prairie,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.35000000000000003
4811032,Brazeau County,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.13
4811032,Brazeau County,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.012
4811034,Parkland County,2012,Air Quality (percent high-quality hours),10+,Very Low Quality,0.023
4811034,Parkland County,2015,Air Quality (percent high-quality hours),10+,Very Low Quality,0.092
4811034,Parkland County,2017,Air Quality (percent high-quality hours),10+,Very Low Quality,0.058
4811034,Parkland County,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.304
4811034,Parkland County,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.06899999999999999
4811034,Parkland County,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.196
4811052,Strathcona County,2015,Air Quality (percent high-quality hours),10+,Very Low Quality,0.10200000000000001
4811052,Strathcona County,2017,Air Quality (percent high-quality hours),10+,Very Low Quality,0.034
4811052,Strathcona County,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.241
4811052,Strathcona County,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.11399999999999999
4811052,Strathcona County,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.16
4811052,Strathcona County,2022,Air Quality (percent high-quality hours),10+,Very Low Quality,0.011000000000000001
4811059,Sturgeon County,2016,Air Quality (percent high-quality hours),10+,Very Low Quality,0.026
4811059,Sturgeon County,2017,Air Quality (percent high-quality hours),10+,Very Low Quality,0.07100000000000001
4811059,Sturgeon County,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.22499999999999998
4811059,Sturgeon County,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.076
4811059,Sturgeon County,2020,Air Quality (percent high-quality hours),10+,Very Low Quality,0.005
4811059,Sturgeon County,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.133
4811059,Sturgeon County,2022,Air Quality (percent high-quality hours),10+,Very Low Quality,0.107
4811062,St. Albert,2016,Air Quality (percent high-quality hours),10+,Very Low Quality,0.049
4811062,St. Albert,2017,Air Quality (percent high-quality hours),10+,Very Low Quality,0.012
4811062,St. Albert,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.28200000000000003
4811062,St. Albert,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.047
4815023,Canmore,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.943
4819006,Grande Prairie County No. 1,2011,Air Quality (percent high-quality hours),10+,Very Low Quality,0.063
4819006,Grande Prairie County No. 1,2014,Air Quality (percent high-quality hours),10+,Very Low Quality,0.047
4819006,Grande Prairie County No. 1,2017,Air Quality (percent high-quality hours),10+,Very Low Quality,0.116
4819006,Grande Prairie County No. 1,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.49500000000000005
4819006,Grande Prairie County No. 1,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.316
4812002,Cold Lake,2012,Air Quality (percent high-quality hours),10+,Very Low Quality,0.013
4812002,Cold Lake,2015,Air Quality (percent high-quality hours),10+,Very Low Quality,0.534
4812002,Cold Lake,2016,Air Quality (percent high-quality hours),10+,Very Low Quality,0.06
4812002,Cold Lake,2017,Air Quality (percent high-quality hours),10+,Very Low Quality,0.06
4812002,Cold Lake,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.08
4812002,Cold Lake,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.201
4812004,Bonnyville No. 87,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.33
4812014,St. Paul County No. 19,2011,Air Quality (percent high-quality hours),10+,Very Low Quality,0.047
4812014,St. Paul County No. 19,2012,Air Quality (percent high-quality hours),10+,Very Low Quality,0.036000000000000004
4812014,St. Paul County No. 19,2015,Air Quality (percent high-quality hours),10+,Very Low Quality,0.22200000000000003
4812014,St. Paul County No. 19,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.06
4812014,St. Paul County No. 19,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.096
4819071,Peace No. 135,2022,Air Quality (percent high-quality hours),10+,Very Low Quality,0.047
4816037,Wood Buffalo,2011,Air Quality (percent high-quality hours),10+,Very Low Quality,0.5680000000000001
4816037,Wood Buffalo,2012,Air Quality (percent high-quality hours),10+,Very Low Quality,0.063
4816037,Wood Buffalo,2013,Air Quality (percent high-quality hours),10+,Very Low Quality,0.004
4816037,Wood Buffalo,2014,Air Quality (percent high-quality hours),10+,Very Low Quality,0.128
4816037,Wood Buffalo,2015,Air Quality (percent high-quality hours),10+,Very Low Quality,0.428
4816037,Wood Buffalo,2016,Air Quality (percent high-quality hours),10+,Very Low Quality,0.735
4816037,Wood Buffalo,2017,Air Quality (percent high-quality hours),10+,Very Low Quality,0.006
4816037,Wood Buffalo,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.101
4816037,Wood Buffalo,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.066
4816037,Wood Buffalo,2020,Air Quality (percent high-quality hours),10+,Very Low Quality,0.004
4816037,Wood Buffalo,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.004
4816037,Wood Buffalo,2022,Air Quality (percent high-quality hours),10+,Very Low Quality,0.02
4810066,Bruderheim,2011,Air Quality (percent high-quality hours),10+,Very Low Quality,0.047
4810066,Bruderheim,2015,Air Quality (percent high-quality hours),10+,Very Low Quality,0.117
4810066,Bruderheim,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.281
4810066,Bruderheim,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.059000000000000004
4810066,Bruderheim,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.2
4810068,Improvement District No. 13 Elk Island,2015,Air Quality (percent high-quality hours),10+,Very Low Quality,0.117
4810068,Improvement District No. 13 Elk Island,2017,Air Quality (percent high-quality hours),10+,Very Low Quality,0.06
4810068,Improvement District No. 13 Elk Island,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.368
4810068,Improvement District No. 13 Elk Island,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.06999999999999999
4810068,Improvement District No. 13 Elk Island,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.22200000000000003
4810068,Improvement District No. 13 Elk Island,2022,Air Quality (percent high-quality hours),10+,Very Low Quality,0.13899999999999998
4811012,Leduc County,2015,Air Quality (percent high-quality hours),10+,Very Low Quality,0.058
4811012,Leduc County,2017,Air Quality (percent high-quality hours),10+,Very Low Quality,0.046
4811012,Leduc County,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.5680000000000001
4811012,Leduc County,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.023
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),10+,Very Low Quality,0.047
4819009,Beaverlodge,2017,Air Quality (percent high-quality hours),10+,Very Low Quality,0.128
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.664
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.245
4810058,Lamont County,2015,Air Quality (percent high-quality hours),10+,Very Low Quality,0.179
4810058,Lamont County,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.094
4810058,Lamont County,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.044000000000000004
4810058,Lamont County,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.124
4814003,Yellowhead County,2014,Air Quality (percent high-quality hours),10+,Very Low Quality,0.06899999999999999
4814003,Yellowhead County,2015,Air Quality (percent high-quality hours),10+,Very Low Quality,0.031
4814003,Yellowhead County,2016,Air Quality (percent high-quality hours),10+,Very Low Quality,0.004
4814003,Yellowhead County,2017,Air Quality (percent high-quality hours),10+,Very Low Quality,0.067
4814003,Yellowhead County,2018,Air Quality (percent high-quality hours),10+,Very Low Quality,0.507
4814003,Yellowhead County,2019,Air Quality (percent high-quality hours),10+,Very Low Quality,0.086
4814003,Yellowhead County,2021,Air Quality (percent high-quality hours),10+,Very Low Quality,0.004
4814003,Yellowhead County,2022,Air Quality (percent high-quality hours),10+,Very Low Quality,0.031
4808011,Red Deer,2011,Air Quality (percent high-quality hours),2,High Quality,39.461
4808011,Red Deer,2012,Air Quality (percent high-quality hours),2,High Quality,48.382
4808011,Red Deer,2013,Air Quality (percent high-quality hours),2,High Quality,45.966
4808011,Red Deer,2014,Air Quality (percent high-quality hours),2,High Quality,57.677
4808011,Red Deer,2015,Air Quality (percent high-quality hours),2,High Quality,59.419999999999995
4808011,Red Deer,2016,Air Quality (percent high-quality hours),2,High Quality,56.13399999999999
4808011,Red Deer,2017,Air Quality (percent high-quality hours),2,High Quality,61.936
4808011,Red Deer,2018,Air Quality (percent high-quality hours),2,High Quality,40.977999999999994
4808011,Red Deer,2019,Air Quality (percent high-quality hours),2,High Quality,55.227000000000004
4808011,Red Deer,2020,Air Quality (percent high-quality hours),2,High Quality,55.38999999999999
4808011,Red Deer,2021,Air Quality (percent high-quality hours),2,High Quality,59.904
4808011,Red Deer,2022,Air Quality (percent high-quality hours),2,High Quality,57.089
4811056,Fort Saskatchewan,2011,Air Quality (percent high-quality hours),2,High Quality,48.213
4811056,Fort Saskatchewan,2012,Air Quality (percent high-quality hours),2,High Quality,59.252
4811056,Fort Saskatchewan,2013,Air Quality (percent high-quality hours),2,High Quality,45.144
4811056,Fort Saskatchewan,2014,Air Quality (percent high-quality hours),2,High Quality,54.647
4811056,Fort Saskatchewan,2015,Air Quality (percent high-quality hours),2,High Quality,48.304
4811056,Fort Saskatchewan,2016,Air Quality (percent high-quality hours),2,High Quality,54.388999999999996
4811056,Fort Saskatchewan,2017,Air Quality (percent high-quality hours),2,High Quality,53.708999999999996
4811056,Fort Saskatchewan,2018,Air Quality (percent high-quality hours),2,High Quality,38.214
4811056,Fort Saskatchewan,2019,Air Quality (percent high-quality hours),2,High Quality,51.359
4811056,Fort Saskatchewan,2020,Air Quality (percent high-quality hours),2,High Quality,52.089
4811056,Fort Saskatchewan,2021,Air Quality (percent high-quality hours),2,High Quality,54.617000000000004
4811056,Fort Saskatchewan,2022,Air Quality (percent high-quality hours),2,High Quality,51.565000000000005
4811061,Edmonton,2011,Air Quality (percent high-quality hours),2,High Quality,32.367000000000004
4811061,Edmonton,2012,Air Quality (percent high-quality hours),2,High Quality,35.402
4811061,Edmonton,2013,Air Quality (percent high-quality hours),2,High Quality,35.894999999999996
4811061,Edmonton,2014,Air Quality (percent high-quality hours),2,High Quality,39.137
4811061,Edmonton,2015,Air Quality (percent high-quality hours),2,High Quality,40.129999999999995
4811061,Edmonton,2016,Air Quality (percent high-quality hours),2,High Quality,49.471
4811061,Edmonton,2017,Air Quality (percent high-quality hours),2,High Quality,40.438
4811061,Edmonton,2018,Air Quality (percent high-quality hours),2,High Quality,32.275
4811061,Edmonton,2019,Air Quality (percent high-quality hours),2,High Quality,42.471
4811061,Edmonton,2020,Air Quality (percent high-quality hours),2,High Quality,48.116
4811061,Edmonton,2021,Air Quality (percent high-quality hours),2,High Quality,43.384
4811061,Edmonton,2022,Air Quality (percent high-quality hours),2,High Quality,42.368
4802012,Lethbridge,2011,Air Quality (percent high-quality hours),2,High Quality,51.425
4802012,Lethbridge,2012,Air Quality (percent high-quality hours),2,High Quality,57.192
4802012,Lethbridge,2013,Air Quality (percent high-quality hours),2,High Quality,57.632000000000005
4802012,Lethbridge,2014,Air Quality (percent high-quality hours),2,High Quality,52.59700000000001
4802012,Lethbridge,2015,Air Quality (percent high-quality hours),2,High Quality,54.458
4802012,Lethbridge,2016,Air Quality (percent high-quality hours),2,High Quality,66.675
4802012,Lethbridge,2017,Air Quality (percent high-quality hours),2,High Quality,58.255
4802012,Lethbridge,2018,Air Quality (percent high-quality hours),2,High Quality,48.980000000000004
4802012,Lethbridge,2019,Air Quality (percent high-quality hours),2,High Quality,64.63799999999999
4802012,Lethbridge,2020,Air Quality (percent high-quality hours),2,High Quality,70.907
4802012,Lethbridge,2021,Air Quality (percent high-quality hours),2,High Quality,64.491
4802012,Lethbridge,2022,Air Quality (percent high-quality hours),2,High Quality,68.093
4802031,Newell County,2021,Air Quality (percent high-quality hours),2,High Quality,55.672
4802031,Newell County,2022,Air Quality (percent high-quality hours),2,High Quality,65.971
4809010,Caroline,2011,Air Quality (percent high-quality hours),2,High Quality,63.94800000000001
4809010,Caroline,2012,Air Quality (percent high-quality hours),2,High Quality,66.128
4809010,Caroline,2013,Air Quality (percent high-quality hours),2,High Quality,65.648
4809010,Caroline,2014,Air Quality (percent high-quality hours),2,High Quality,62.132
4809010,Caroline,2015,Air Quality (percent high-quality hours),2,High Quality,69.03099999999999
4809010,Caroline,2016,Air Quality (percent high-quality hours),2,High Quality,63.468999999999994
4809010,Caroline,2017,Air Quality (percent high-quality hours),2,High Quality,67.712
4809010,Caroline,2018,Air Quality (percent high-quality hours),2,High Quality,53.139
